y,z,rho,triangles,initial.mesh,Y,Z,name,vertices,attributes
239,30,1.4045,8464,TRUE,23854.724,3028.29,vert2,4712,4712
239,30,1.4045,8464,TRUE,24047.982,3040.31,vert3,4718,4718
22,27,3.4494,3363,TRUE,2132.271,2684.679,vert1,1515,1515
22,27,3.4494,3363,TRUE,2177.584,2863.57,vert2,1972,1972
22,27,3.4494,3363,TRUE,2416.891,2707.77,vert3,1973,1973
36,20,3.9988,2507,TRUE,3677.973,2117.593,vert1,1143,1143
36,20,3.9988,2507,TRUE,3683.448,1961.261,vert2,3365,3365
36,20,3.9988,2507,TRUE,3437.113,2096.358,vert3,3366,3366
198,20,1.7862,5142,TRUE,19710.765,2079.445,vert1,2280,2280
198,20,1.7862,5142,TRUE,19889.841,1900.723,vert2,2398,2398
198,20,1.7862,5142,TRUE,19881.178,2071.118,vert3,2409,2409
216,27,11.853,7973,TRUE,21523.672,2777.112,vert1,3664,3664
216,27,11.853,7973,TRUE,21600.913,2634.546,vert2,3668,3668
216,27,11.853,7973,TRUE,21800.225,2818.716,vert3,3669,3669
44,23,4.7144,2943,TRUE,4503.613,2394.455,vert1,1305,1305
44,23,4.7144,2943,TRUE,4389.93,2265.665,vert2,1565,1565
44,23,4.7144,2943,TRUE,4276.436,2480.414,vert3,1566,1566
49,14,1.0819,3609,TRUE,5036.906,1535.361,vert1,1648,1648
49,14,1.0819,3609,TRUE,4856.455,1447.242,vert2,1649,1649
49,14,1.0819,3609,TRUE,5041.533,1297.061,vert3,1651,1651
113,40,13.733,5487,TRUE,11263.67,3949.732,vert1,2454,2454
113,40,13.733,5487,TRUE,11424.761,4052.124,vert2,2456,2456
113,40,13.733,5487,TRUE,11327.927,4215.556,vert3,2458,2458
104,17,2.5125,2992,TRUE,10347.696,1699.919,vert1,1336,1336
104,17,2.5125,2992,TRUE,10388.264,1879.999,vert2,1704,1704
104,17,2.5125,2992,TRUE,10660.565,1724.045,vert3,1705,1705
108,32,1.7215,5422,TRUE,10771.509,3256.275,vert1,2425,2425
108,32,1.7215,5422,TRUE,10927.999,3152.655,vert2,2430,2430
108,32,1.7215,5422,TRUE,10963.006,3375.502,vert3,2434,2434
108,18,2.1433,5335,TRUE,11086.743,1842.936,vert1,2372,2372
108,18,2.1433,5335,TRUE,10769.808,1895.831,vert2,2403,2403
108,18,2.1433,5335,TRUE,10865.23,1714.522,vert3,2405,2405
266,35,1.6066,7349,TRUE,26679.805,3647.813,vert1,3264,3264
266,35,1.6066,7349,TRUE,26599.305,3442.839,vert2,3265,3265
266,35,1.6066,7349,TRUE,26778.305,3490.835,vert3,3280,3280
245,11,1.6201,806,TRUE,24646.015,1121.145,vert1,448,448
245,11,1.6201,806,TRUE,24547.663,1039.15,vert2,531,531
245,11,1.6201,806,TRUE,24494.356,1203.075,vert3,773,773
382,50,14.987,6055,TRUE,38132.812,5000,vert1,2707,2707
382,50,14.987,6055,TRUE,38371.094,5000,vert2,3800,3800
382,50,14.987,6055,TRUE,38251.953,5280.884,vert3,6983,6983
296,27,2.3979,6459,TRUE,29718.348,2610.989,vert1,2883,2883
296,27,2.3979,6459,TRUE,29567.902,2805.698,vert2,2928,2928
296,27,2.3979,6459,TRUE,29762.133,2800.297,vert3,2934,2934
393,43,8.2914,8171,TRUE,39469.4,4403.854,vert1,3765,3765
393,43,8.2914,8171,TRUE,39221.908,4458.113,vert2,3808,3808
393,43,8.2914,8171,TRUE,39290.519,4290.176,vert3,4564,4564
356,24,1.8379,9595,TRUE,35654.71,2545.933,vert1,4599,4599
356,24,1.8379,9595,TRUE,35772.252,2410.963,vert2,5039,5039
356,24,1.8379,9595,TRUE,35578.66,2405.025,vert3,5309,5309
249,32,0.77751,8361,TRUE,24897.078,3172.406,vert1,3905,3905
249,32,0.77751,8361,TRUE,25107.743,3294.363,vert2,3924,3924
249,32,0.77751,8361,TRUE,24889.468,3428.477,vert3,3938,3938
253,36,1.9351,8395,TRUE,25278.901,3467.447,vert1,3918,3918
253,36,1.9351,8395,TRUE,25462.789,3686.132,vert2,3950,3950
253,36,1.9351,8395,TRUE,25199.038,3666.741,vert3,4455,4455
344,31,2.1205,6377,TRUE,34548.412,3113.177,vert1,2851,2851
344,31,2.1205,6377,TRUE,34412.123,3288.919,vert2,2852,2852
344,31,2.1205,6377,TRUE,34324.029,3079.883,vert3,2860,2860
325,42,11.575,7131,TRUE,32491.476,3988.327,vert1,3165,3165
325,42,11.575,7131,TRUE,32494.437,4314.549,vert2,3178,3178
325,42,11.575,7131,TRUE,32664.623,4252.617,vert3,5058,5058
298,33,1.5308,6553,TRUE,29848.967,3067.972,vert1,2935,2935
298,33,1.5308,6553,TRUE,29771.482,3374.644,vert2,2959,2959
298,33,1.5308,6553,TRUE,29939.458,3359.119,vert3,2980,2980
297,48,77.776,6891,TRUE,29792.969,5000,vert1,3067,3067
297,48,77.776,6891,TRUE,29673.828,4800.828,vert2,3083,3083
297,48,77.776,6891,TRUE,29912.109,4818.09,vert3,3084,3084
332,53,42.173,13573,TRUE,33486.329,5471.443,vert1,6918,6918
332,53,42.173,13573,TRUE,33009.766,5461.537,vert2,6970,6970
332,53,42.173,13573,TRUE,33248.047,5276.901,vert3,7028,7028
311,32,2.2188,6567,TRUE,31221.89,3317.142,vert1,2938,2938
311,32,2.2188,6567,TRUE,31183.573,3137.129,vert2,2954,2954
311,32,2.2188,6567,TRUE,31063.436,3332.147,vert3,2960,2960
333,42,11.81,9641,TRUE,33082.734,4406.224,vert1,4659,4659
333,42,11.81,9641,TRUE,33340.842,4170.425,vert2,4675,4675
333,42,11.81,9641,TRUE,33428.695,4318.768,vert3,4697,4697
325,45,21.522,8304,TRUE,32403.803,4564.159,vert1,3883,3883
325,45,21.522,8304,TRUE,32618.98,4501.031,vert2,4655,4655
325,45,21.522,8304,TRUE,32546.426,4652.01,vert3,4660,4660
349,100,90.103,14083,TRUE,35019.405,8483.604,vert1,7249,7249
349,100,90.103,14083,TRUE,30079.41,11864.918,vert2,7299,7299
349,100,90.103,14083,TRUE,37830.311,11037.946,vert3,7313,7313
159,57,70.525,13542,TRUE,16290.216,5773.252,vert1,6910,6910
159,57,70.525,13542,TRUE,15853.516,5471.443,vert2,6974,6974
159,57,70.525,13542,TRUE,15599.466,6224.992,vert3,7206,7206
354,41,8.8296,2027,TRUE,35505.023,4271.591,vert1,961,961
354,41,8.8296,2027,TRUE,35266.974,4161.856,vert2,2751,2751
354,41,8.8296,2027,TRUE,35585.985,4087.946,vert3,2753,2753
335,57,53.438,13577,TRUE,33486.329,5471.443,vert1,6918,6918
335,57,53.438,13577,TRUE,33846.678,5677.78,vert2,7160,7160
335,57,53.438,13577,TRUE,33232.28,6224.995,vert3,7324,7324
357,43,10.561,2017,TRUE,35713.762,4407.462,vert1,959,959
357,43,10.561,2017,TRUE,35969.7,4314.203,vert2,2666,2666
357,43,10.561,2017,TRUE,35746.383,4210.125,vert3,2705,2705
339,49,23.412,1540,TRUE,33843.75,5000,vert1,816,816
339,49,23.412,1540,TRUE,34082.031,5000,vert2,4694,4694
339,49,23.412,1540,TRUE,34000.759,4817.968,vert3,5062,5062
414,45,8.9415,11474,TRUE,41412.185,4441.534,vert1,5726,5726
414,45,8.9415,11474,TRUE,41461.626,4658.869,vert2,5737,5737
414,45,8.9415,11474,TRUE,41577.17,4449.254,vert3,6171,6171
396,47,10.52,9533,TRUE,39635.238,4683.298,vert1,4555,4555
396,47,10.52,9533,TRUE,39483.542,4815.161,vert2,4562,4562
396,47,10.52,9533,TRUE,39681.641,4860.659,vert3,5018,5018
374,47,13.745,9601,TRUE,37297.691,4782.632,vert1,4606,4606
374,47,13.745,9601,TRUE,37511.55,4705.11,vert2,4607,4607
374,47,13.745,9601,TRUE,37537.109,4875.515,vert3,4611,4611
428,52,15.774,11502,TRUE,42898.438,5000,vert1,5743,5743
428,52,15.774,11502,TRUE,42541.016,5280.884,vert2,6922,6922
428,52,15.774,11502,TRUE,43017.579,5461.536,vert3,6980,6980
461,44,20.704,11151,TRUE,45967.07,4416.916,vert1,5556,5556
461,44,20.704,11151,TRUE,46195.082,4344.511,vert2,5560,5560
461,44,20.704,11151,TRUE,46150.045,4597.905,vert3,5580,5580
501,42,39.32,13352,TRUE,50106.412,4302.133,vert1,6727,6727
501,42,39.32,13352,TRUE,50214.421,4153.854,vert2,6741,6741
501,42,39.32,13352,TRUE,50000.184,4178.183,vert3,6777,6777
435,39,9.5721,10966,TRUE,43624.351,3736.977,vert1,5459,5459
435,39,9.5721,10966,TRUE,43591.617,4052.756,vert2,5468,5468
435,39,9.5721,10966,TRUE,43437.058,3929.692,vert3,5504,5504
424,43,9.4191,11443,TRUE,42366.456,4259.465,vert1,5713,5713
424,43,9.4191,11443,TRUE,42549.918,4303.615,vert2,5739,5739
424,43,9.4191,11443,TRUE,42533.341,4489.103,vert3,5741,5741
495,51,41.43,13153,TRUE,49570.312,5000,vert1,6597,6597
495,51,41.43,13153,TRUE,49689.453,5280.884,vert2,7076,7076
495,51,41.43,13153,TRUE,49212.891,5276.9,vert3,7085,7085
520,57,65.417,13851,TRUE,51459.269,5385.488,vert1,7097,7097
520,57,65.417,13851,TRUE,52064.512,6358.114,vert2,7264,7264
520,57,65.417,13851,TRUE,52571.522,5367.985,vert3,7286,7286
468,56,34.18,13799,TRUE,47068.359,5471.443,vert1,7063,7063
468,56,34.18,13799,TRUE,46591.797,5461.536,vert2,7071,7071
468,56,34.18,13799,TRUE,46814.31,6224.987,vert3,7231,7231
336,17,2.9592,6152,TRUE,33451.921,1675.263,vert1,2750,2750
336,17,2.9592,6152,TRUE,33617.859,1814.466,vert2,2867,2867
336,17,2.9592,6152,TRUE,33721.747,1653.167,vert3,3839,3839
393,33,3.749,5710,TRUE,39338.757,3250.399,vert1,2565,2565
393,33,3.749,5710,TRUE,39489.616,3341.159,vert2,4576,4576
393,33,3.749,5710,TRUE,39225.67,3378.303,vert3,4578,4578
421,44,9.4396,11512,TRUE,42027.432,4374.562,vert1,5747,5747
421,44,9.4396,11512,TRUE,42169.709,4592.1,vert2,5749,5749
421,44,9.4396,11512,TRUE,42225.275,4400.463,vert3,6172,6172
457,49,21.851,11182,TRUE,45757.812,5000,vert1,5571,5571
457,49,21.851,11182,TRUE,45638.672,4887.246,vert2,5617,5617
457,49,21.851,11182,TRUE,45854.849,4778.146,vert3,5618,5618
436,47,13.244,10915,TRUE,43731.545,4744.494,vert1,5440,5440
436,47,13.244,10915,TRUE,43561.265,4519.344,vert2,5501,5501
436,47,13.244,10915,TRUE,43545.433,4813.473,vert3,6129,6129
403,36,4.7088,8087,TRUE,40192.522,3535.545,vert1,3740,3740
403,36,4.7088,8087,TRUE,40328.582,3783.287,vert2,3748,3748
403,36,4.7088,8087,TRUE,40409.248,3577.751,vert3,5011,5011
424,34,5.7952,9518,TRUE,42439.731,3319.147,vert1,4548,4548
424,34,5.7952,9518,TRUE,42598.891,3462.994,vert2,5295,5295
424,34,5.7952,9518,TRUE,42425.017,3495.863,vert3,5296,5296
453,31,12.412,10520,TRUE,45436.388,3095.523,vert1,5255,5255
453,31,12.412,10520,TRUE,45243.412,3288.428,vert2,5428,5428
453,31,12.412,10520,TRUE,45270.287,3122.336,vert3,5481,5481
452,41,15.889,11051,TRUE,45121.673,4283.322,vert1,5496,5496
452,41,15.889,11051,TRUE,45396.975,4117.184,vert2,5515,5515
452,41,15.889,11051,TRUE,45245.858,4032.335,vert3,5525,5525
467,38,20.322,11192,TRUE,46685.048,3987.527,vert1,5575,5575
467,38,20.322,11192,TRUE,46802.433,3816.745,vert2,5576,5576
467,38,20.322,11192,TRUE,46653.579,3760.057,vert3,6133,6133
449,27,10.012,10543,TRUE,45071.319,2791.023,vert1,5264,5264
449,27,10.012,10543,TRUE,44941.899,2629.297,vert2,5432,5432
449,27,10.012,10543,TRUE,44840.95,2768.251,vert3,6116,6116
484,19,23.425,11397,TRUE,48308.838,1933.407,vert1,5683,5683
484,19,23.425,11397,TRUE,48503.408,1846.68,vert2,5692,5692
484,19,23.425,11397,TRUE,48507.238,2064.336,vert3,6308,6308
466,32,17.686,11046,TRUE,46697.526,3347.47,vert1,5493,5493
466,32,17.686,11046,TRUE,46531.324,3186.658,vert2,5523,5523
466,32,17.686,11046,TRUE,46704.974,3173.48,vert3,5533,5533
474,24,19.737,11318,TRUE,47403.884,2471.8,vert1,5641,5641
474,24,19.737,11318,TRUE,47565.111,2373.837,vert2,5644,5644
474,24,19.737,11318,TRUE,47511.895,2601.104,vert3,5664,5664
430,45,11.162,12367,TRUE,43081.246,4371.526,vert1,6121,6121
430,45,11.162,12367,TRUE,42918.71,4571.403,vert2,6123,6123
430,45,11.162,12367,TRUE,43156.494,4609.308,vert3,6274,6274
357,12,1.3709,572,TRUE,35700,1221.659,vert1,362,362
357,12,1.3709,572,TRUE,35800,1225.867,vert2,363,363
357,12,1.3709,572,TRUE,35645.068,1335.787,vert3,738,738
357,12,1.3709,574,TRUE,35800,1225.867,vert1,363,363
357,12,1.3709,574,TRUE,35845.082,1345.863,vert2,668,668
357,12,1.3709,574,TRUE,35645.068,1335.787,vert3,738,738
461,24,13.38,10961,TRUE,46009.019,2236.307,vert1,5458,5458
461,24,13.38,10961,TRUE,46087.11,2483.285,vert2,5489,5489
461,24,13.38,10961,TRUE,46253.012,2443.082,vert3,5509,5509
368,13,1.4184,590,TRUE,36800,1268.213,vert1,373,373
368,13,1.4184,590,TRUE,36900,1272.69,vert2,374,374
368,13,1.4184,590,TRUE,36844.812,1386.334,vert3,672,672
368,13,1.4184,592,TRUE,36900,1272.69,vert1,374,374
368,13,1.4184,592,TRUE,36941.121,1468.097,vert2,557,557
368,13,1.4184,592,TRUE,36844.812,1386.334,vert3,672,672
393,23,1.7392,5653,TRUE,39424.668,2240.32,vert1,2538,2538
393,23,1.7392,5653,TRUE,39310.28,2524.934,vert2,2541,2541
393,23,1.7392,5653,TRUE,39236.808,2330.112,vert3,2546,2546
362,12,1.8649,580,TRUE,36200,1242.462,vert1,367,367
362,12,1.8649,580,TRUE,36300,1246.64,vert2,368,368
362,12,1.8649,580,TRUE,36145.184,1356.552,vert3,669,669
409,26,2.2042,2774,TRUE,41152.907,2634.835,vert1,1245,1245
409,26,2.2042,2774,TRUE,40890.561,2685.945,vert2,1246,1246
409,26,2.2042,2774,TRUE,40904.41,2507.998,vert3,3733,3733
344,34,2.7219,6288,TRUE,34375.69,3508.31,vert1,2809,2809
344,34,2.7219,6288,TRUE,34412.123,3288.919,vert2,2852,2852
344,34,2.7219,6288,TRUE,34534.018,3451.619,vert3,2877,2877
370,20,1.9106,1821,TRUE,37029.337,1818.721,vert1,888,888
370,20,1.9106,1821,TRUE,36914.513,2098.208,vert2,2645,2645
370,20,1.9106,1821,TRUE,37103.635,2132.045,vert3,2665,2665
267,29,1.6675,7118,TRUE,26655.87,2963.365,vert1,3162,3162
267,29,1.6675,7118,TRUE,26895.714,2886.472,vert2,3197,3197
267,29,1.6675,7118,TRUE,26841.853,3130.975,vert3,3232,3232
254,34,1.2042,8394,TRUE,25278.901,3467.447,vert1,3918,3918
254,34,1.2042,8394,TRUE,25509.885,3404.317,vert2,3935,3935
254,34,1.2042,8394,TRUE,25565.9,3558.52,vert3,4713,4713
300,14,3.1606,1491,TRUE,29830.294,1543.374,vert1,794,794
300,14,3.1606,1491,TRUE,30094.055,1319.6,vert2,838,838
300,14,3.1606,1491,TRUE,30186.027,1472.444,vert3,2734,2734
296,38,11.628,6697,TRUE,29742.06,3731.795,vert1,2992,2992
296,38,11.628,6697,TRUE,29706.107,3931.697,vert2,2994,2994
296,38,11.628,6697,TRUE,29489.669,3889.034,vert3,2996,2996
255,33,0.91687,8430,TRUE,25531.574,3165.845,vert1,3933,3933
255,33,0.91687,8430,TRUE,25509.885,3404.317,vert2,3935,3935
255,33,0.91687,8430,TRUE,25713.258,3376.379,vert3,3949,3949
237,30,3.0864,8441,TRUE,23691.343,3103.776,vert1,3937,3937
237,30,3.0864,8441,TRUE,23790.571,2860.136,vert2,3946,3946
237,30,3.0864,8441,TRUE,23854.724,3028.29,vert3,4712,4712
356,14,1.736,1161,TRUE,35741.674,1421.615,vert1,553,553
356,14,1.736,1161,TRUE,35541.76,1409.07,vert2,667,667
356,14,1.736,1161,TRUE,35632.679,1559.368,vert3,966,966
343,39,6.3831,6355,TRUE,34263.461,3862.674,vert1,2843,2843
343,39,6.3831,6355,TRUE,34455.153,3864.226,vert2,2844,2844
343,39,6.3831,6355,TRUE,34416.549,4133.14,vert3,2845,2845
358,19,2.2388,9586,TRUE,35744.635,1993.92,vert1,4594,4594
358,19,2.2388,9586,TRUE,36005.478,1867.479,vert2,5033,5033
358,19,2.2388,9586,TRUE,35885.328,2078.764,vert3,5034,5034
340,20,3.4414,6423,TRUE,34045.496,2235.025,vert1,2869,2869
340,20,3.4414,6423,TRUE,34088.022,1954.903,vert2,3838,3838
340,20,3.4414,6423,TRUE,33924.745,2065.155,vert3,4626,4626
330,11,2.2294,529,TRUE,33000,1118.836,vert1,335,335
330,11,2.2294,529,TRUE,33100,1122.198,vert2,336,336
330,11,2.2294,529,TRUE,33145.885,1241.74,vert3,547,547
298,16,2.72,1494,TRUE,29830.294,1543.374,vert1,794,794
298,16,2.72,1494,TRUE,29826.52,1792.386,vert2,2815,2815
298,16,2.72,1494,TRUE,29962.552,1669.913,vert3,2830,2830
280,34,1.4669,6805,TRUE,28014.079,3318.149,vert1,3034,3034
280,34,1.4669,6805,TRUE,28216.899,3396.69,vert2,3036,3036
280,34,1.4669,6805,TRUE,28042.754,3545.248,vert3,3047,3047
294,11,1.8639,1306,TRUE,29445.465,1216.727,vert1,650,650
294,11,1.8639,1306,TRUE,29547.165,1139.01,vert2,727,727
294,11,1.8639,1306,TRUE,29347.502,1132.58,vert3,751,751
376,14,1.2115,1180,TRUE,37639.247,1508.482,vert1,559,559
376,14,1.2115,1180,TRUE,37743.594,1433.945,vert2,674,674
376,14,1.2115,1180,TRUE,37543.736,1421.264,vert3,740,740
361,12,1.7622,578,TRUE,36100,1238.316,vert1,366,366
361,12,1.7622,578,TRUE,36200,1242.462,vert2,367,367
361,12,1.7622,578,TRUE,36145.184,1356.552,vert3,669,669
412,22,1.8884,1569,TRUE,41284.492,2113.946,vert1,827,827
412,22,1.8884,1569,TRUE,41417.508,2358.511,vert2,1088,1088
412,22,1.8884,1569,TRUE,41218.408,2313.888,vert3,1092,1092
362,13,2.0595,582,TRUE,36300,1246.64,vert1,368,368
362,13,2.0595,582,TRUE,36345.022,1366.593,vert2,554,554
362,13,2.0595,582,TRUE,36145.184,1356.552,vert3,669,669
362,13,2.0595,837,TRUE,36241.734,1442.403,vert1,454,454
362,13,2.0595,837,TRUE,36345.022,1366.593,vert2,554,554
362,13,2.0595,837,TRUE,36145.184,1356.552,vert3,669,669
351,19,3.603,9615,TRUE,35104.807,2020.356,vert1,4633,4633
351,19,3.603,9615,TRUE,35036.896,1860.756,vert2,5050,5050
351,19,3.603,9615,TRUE,35232.663,1871.704,vert3,5051,5051
496,38,35.216,12963,TRUE,49695.353,3760.138,vert1,6478,6478
496,38,35.216,12963,TRUE,49620.969,4027.891,vert2,6482,6482
496,38,35.216,12963,TRUE,49568.339,3869.061,vert3,6494,6494
427,20,3.5862,9442,TRUE,42590.018,2131.647,vert1,4517,4517
427,20,3.5862,9442,TRUE,42855.923,2195.711,vert2,4541,4541
427,20,3.5862,9442,TRUE,42730.951,1995.883,vert3,4959,4959
365,17,1.7287,1811,TRUE,36620.805,1774.279,vert1,886,886
365,17,1.7287,1811,TRUE,36506.77,1954.739,vert2,4597,4597
365,17,1.7287,1811,TRUE,36471.885,1686.723,vert3,5037,5037
361,16,1.9115,1801,TRUE,36121.959,1753.057,vert1,885,885
361,16,1.9115,1801,TRUE,36132.9,1578.858,vert2,967,967
361,16,1.9115,1801,TRUE,36277.349,1652.31,vert3,5036,5036
367,23,2.0666,5890,TRUE,36639.442,2498.975,vert1,2632,2632
367,23,2.0666,5890,TRUE,36867.347,2396.658,vert2,2634,2634
367,23,2.0666,5890,TRUE,36693.013,2313.323,vert3,2662,2662
365,15,1.7612,1342,TRUE,36541.637,1450.848,vert1,670,670
365,15,1.7612,1342,TRUE,36632.163,1600.094,vert2,968,968
365,15,1.7612,1342,TRUE,36471.885,1686.723,vert3,5037,5037
498,15,31.325,11405,TRUE,49750,1530.655,vert1,5687,5687
498,15,31.325,11405,TRUE,50062.5,1530.655,vert2,6694,6694
498,15,31.325,11405,TRUE,49879.385,1653.789,vert3,6695,6695
396,29,2.6714,5607,TRUE,39719.022,2969.276,vert1,2515,2515
396,29,2.6714,5607,TRUE,39666.225,2805.891,vert2,3771,3771
396,29,2.6714,5607,TRUE,39547.367,2949.544,vert3,5030,5030
457,24,12.198,10460,TRUE,45935.475,2404.887,vert1,5236,5236
457,24,12.198,10460,TRUE,45695.022,2362.288,vert2,5461,5461
457,24,12.198,10460,TRUE,45767.95,2582.56,vert3,5462,5462
436,17,5.3476,10005,TRUE,43566.642,1888.067,vert1,4969,4969
436,17,5.3476,10005,TRUE,43514.364,1712.896,vert2,4972,4972
436,17,5.3476,10005,TRUE,43780.921,1744.374,vert3,4973,4973
498,16,30.607,11403,TRUE,49750,1530.655,vert1,5687,5687
498,16,30.607,11403,TRUE,49757.708,1784.545,vert2,6692,6692
498,16,30.607,11403,TRUE,49879.385,1653.789,vert3,6695,6695
273,51,117.47,7424,TRUE,27410.156,5000,vert1,3315,3315
273,51,117.47,7424,TRUE,27529.297,5280.884,vert2,7016,7016
273,51,117.47,7424,TRUE,27052.734,5280.885,vert3,7131,7131
-12,6,2.2864,9794,TRUE,-1308.86,785.39,vert1,4786,4786
-12,6,2.2864,9794,TRUE,-1085.013,668.448,vert2,4811,4811
-12,6,2.2864,9794,TRUE,-1247.427,630.272,vert3,4817,4817
-59,5,27.614,13407,TRUE,-5937.5,463.452,vert1,6767,6767
-59,5,27.614,13407,TRUE,-6067.139,591.957,vert2,6770,6770
-59,5,27.614,13407,TRUE,-5830.468,643.653,vert3,6771,6771
-14,9,2.8111,9779,TRUE,-1493.077,1055.896,vert1,4783,4783
-14,9,2.8111,9779,TRUE,-1348.377,956.458,vert2,4792,4792
-14,9,2.8111,9779,TRUE,-1548.592,820.11,vert3,4800,4800
2,15,1.1374,1991,TRUE,323.536,1590.46,vert1,939,939
2,15,1.1374,1991,TRUE,56.736,1710.556,vert2,1274,1274
2,15,1.1374,1991,TRUE,194.461,1452.415,vert3,1281,1281
-94,6,69.095,13428,TRUE,-9351.369,648.179,vert1,6793,6793
-94,6,69.095,13428,TRUE,-9489.38,781.431,vert2,6874,6874
-94,6,69.095,13428,TRUE,-9539.184,591.752,vert3,6875,6875
-78,34,71.13,11859,TRUE,-7716.521,3467.23,vert1,5903,5903
-78,34,71.13,11859,TRUE,-7771.718,3303.291,vert2,5916,5916
-78,34,71.13,11859,TRUE,-8043.679,3486.121,vert3,5947,5947
-79,15,53.002,12205,TRUE,-7933.867,1687.71,vert1,6042,6042
-79,15,53.002,12205,TRUE,-7876.956,1454.004,vert2,6369,6369
-79,15,53.002,12205,TRUE,-8061.23,1530.99,vert3,6379,6379
-94,29,85.957,12256,TRUE,-9404.669,3065.34,vert1,6067,6067
-94,29,85.957,12256,TRUE,-9380.474,2889.983,vert2,6078,6078
-94,29,85.957,12256,TRUE,-9593.64,2981.955,vert3,6392,6392
-64,5,32.687,12143,TRUE,-6250,463.452,vert1,6008,6008
-64,5,32.687,12143,TRUE,-6562.5,463.452,vert2,6626,6626
-64,5,32.687,12143,TRUE,-6406.25,559.174,vert3,6765,6765
-64,5,32.687,13199,TRUE,-6562.5,463.452,vert1,6626,6626
-64,5,32.687,13199,TRUE,-6478.312,727.648,vert2,6685,6685
-64,5,32.687,13199,TRUE,-6406.25,559.174,vert3,6765,6765
-54,13,26.384,11980,TRUE,-5324.931,1342.742,vert1,5944,5944
-54,13,26.384,11980,TRUE,-5510.468,1337.32,vert2,5999,5999
-54,13,26.384,11980,TRUE,-5439.342,1508.768,vert3,6012,6012
-79,6,50.57,13220,TRUE,-7896.991,681.332,vert1,6638,6638
-79,6,50.57,13220,TRUE,-8142.965,710.497,vert2,6643,6643
-79,6,50.57,13220,TRUE,-7968.75,463.452,vert3,6644,6644
-73,19,48.733,12176,TRUE,-7379.778,2081.989,vert1,6022,6022
-73,19,48.733,12176,TRUE,-7449.63,1872.278,vert2,6025,6025
-73,19,48.733,12176,TRUE,-7191.049,1902.637,vert3,6030,6030
-16,25,9.3229,8684,TRUE,-1524.835,2553.825,vert1,4083,4083
-16,25,9.3229,8684,TRUE,-1753.801,2687.609,vert2,4088,4088
-16,25,9.3229,8684,TRUE,-1700.803,2515.487,vert3,5136,5136
-32,6,9.7032,12502,TRUE,-3169.592,683.595,vert1,6209,6209
-32,6,9.7032,12502,TRUE,-3357.332,779.551,vert2,6217,6217
-32,6,9.7032,12502,TRUE,-3328.636,604.058,vert3,6219,6219
-64,5,31.374,12143,TRUE,-6250,463.452,vert1,6008,6008
-64,5,31.374,12143,TRUE,-6562.5,463.452,vert2,6626,6626
-64,5,31.374,12143,TRUE,-6406.25,559.174,vert3,6765,6765
-64,5,31.374,13199,TRUE,-6562.5,463.452,vert1,6626,6626
-64,5,31.374,13199,TRUE,-6478.312,727.648,vert2,6685,6685
-64,5,31.374,13199,TRUE,-6406.25,559.174,vert3,6765,6765
-52,10,23.205,12727,TRUE,-5268.059,1158.258,vert1,6366,6366
-52,10,23.205,12727,TRUE,-5068.73,1038.337,vert2,6542,6542
-52,10,23.205,12727,TRUE,-5325.648,990.143,vert3,6627,6627
-44,7,16.689,12079,TRUE,-4480.201,880.262,vert1,5980,5980
-44,7,16.689,12079,TRUE,-4320.045,691.768,vert2,6508,6508
-44,7,16.689,12079,TRUE,-4531.25,621.833,vert3,6510,6510
-59,24,37.402,11713,TRUE,-5955.789,2483.612,vert1,5839,5839
-59,24,37.402,11713,TRUE,-5848.245,2367.707,vert2,6540,6540
-59,24,37.402,11713,TRUE,-6081.323,2318.637,vert3,6611,6611
8,9,0.92775,1837,TRUE,932.374,999.303,vert1,893,893
8,9,0.92775,1837,TRUE,939.735,824.26,vert2,977,977
8,9,0.92775,1837,TRUE,681.1,990.331,vert3,1332,1332
25,25,3.2167,4521,TRUE,2695.432,2570.965,vert1,2023,2023
25,25,3.2167,4521,TRUE,2584.093,2696.237,vert2,2056,2056
25,25,3.2167,4521,TRUE,2486.37,2497.268,vert3,2057,2057
0,18,1.7144,2877,TRUE,56.736,1710.556,vert1,1274,1274
0,18,1.7144,2877,TRUE,-11.345,1981.263,vert2,3359,3359
0,18,1.7144,2877,TRUE,145.434,1911.431,vert3,4063,4063
16,12,0.83512,2403,TRUE,1568.172,1115.931,vert1,1108,1108
16,12,0.83512,2403,TRUE,1708.287,1347.922,vert2,1122,1122
16,12,0.83512,2403,TRUE,1770.029,1175.541,vert3,3341,3341
53,14,1.2728,2798,TRUE,5374.994,1585.623,vert1,1253,1253
53,14,1.2728,2798,TRUE,5190.442,1419.147,vert2,1732,1732
53,14,1.2728,2798,TRUE,5429.906,1429.675,vert3,4089,4089
39,14,1.584,2892,TRUE,4186.082,1382.557,vert1,1283,1283
39,14,1.584,2892,TRUE,3971.736,1574.616,vert2,1514,1514
39,14,1.584,2892,TRUE,3871.753,1436.284,vert3,3364,3364
18,9,1.0523,1413,TRUE,1932.726,1018.943,vert1,759,759
18,9,1.0523,1413,TRUE,1940,844.378,vert2,921,921
18,9,1.0523,1413,TRUE,1717.008,1000.282,vert3,978,978
22,9,1.0403,1464,TRUE,2242.893,857.312,vert1,779,779
22,9,1.0403,1464,TRUE,2293.024,1046.115,vert2,1005,1005
